"No.","Time","Source","Destination","Protocol","Length","Info"
"8900","49.582944","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"8901","49.583923","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"8902","49.588182","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"8903","49.594007","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"8904","49.598213","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"8905","49.605469","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"8906","49.608621","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"8907","49.614006","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"8908","49.618642","128.206.20.147","128.206.20.43","UDP","626","60857  >  49639 Len=584"
"8909","49.619375","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"8910","49.623928","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"8911","49.627171","128.206.20.43","128.206.20.147","UDP","558","49639  >  60857 Len=516"
"8912","49.628017","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"8913","49.638039","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"8914","49.649852","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"8915","49.650365","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"8916","49.650365","128.206.20.43","128.206.20.147","UDP","67","49636  >  60857 Len=25"
"8917","49.658075","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"8918","49.670220","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"8919","49.671417","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"8920","49.679695","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"8921","49.687945","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"8922","49.693200","128.206.20.43","128.206.20.147","UDP","552","49639  >  60857 Len=510"
